,molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_value_nM
673,CHEMBL17064,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,=,110.0,nM,110.0
2568,CHEMBL285828,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,=,110.0,nM,110.0
1075,CHEMBL44516,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1,=,110.0,nM,110.0
67,CHEMBL328003,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,=,110.0,nM,110.0
7323,CHEMBL4862389,Cc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4cccs4)c3=O)cc2c1,=,110.0,nM,110.0
7558,CHEMBL5283786,CS(=O)(=O)c1ccc(-c2cc3ccccc3n2Cc2ccc(Cl)cc2)cc1,=,110.0,nM,110.0
1132,CHEMBL42884,Cc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,=,110.0,nM,110.0
6602,CHEMBL4279764,O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)nn2)cc1,=,110.0,nM,110.0
7598,CHEMBL5270103,O=C(NC1CCCCC1)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,=,110.0,nM,110.0
6252,CHEMBL3906128,Cc1c(CC(=O)OCCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,=,110.0,nM,110.0
2176,CHEMBL24798,CCC(C)[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,110.0,nM,110.0
7527,CHEMBL5266991,C=C1c2nc3ccccc3n2CC(c2ccc(S(C)(=O)=O)cc2)N1c1cc(OC)c(OC)c(OC)c1,=,110.0,nM,110.0
1046,CHEMBL42180,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,=,110.0,nM,110.0
5758,CHEMBL3309449,CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,=,110.0,nM,110.0
6929,CHEMBL4436821,CC(Cl)C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1,=,108.3,nM,108.3
7858,CHEMBL5289008,Cc1ccc(/C=N/NC(=O)c2sc3nc(-c4ccc(Cl)cc4)cc(-c4cccs4)c3c2N)cc1,=,104.0,nM,104.0
7857,CHEMBL5276292,Nc1c(C(=O)N/N=C/c2ccc(Br)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,=,104.0,nM,104.0
3411,CHEMBL563455,CS(=O)(=O)c1ccc(-c2cnc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,=,104.0,nM,104.0
7860,CHEMBL5275709,Nc1c(C(=O)N/N=C/c2ccc(C(=O)Oc3ccccc3)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,=,104.0,nM,104.0
7856,CHEMBL5275290,Nc1c(C(=O)N/N=C/c2ccc(Cl)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,=,104.0,nM,104.0
7855,CHEMBL5289353,Nc1c(C(=O)N/N=C/c2ccccc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,=,104.0,nM,104.0
6810,CHEMBL4529760,COc1ccccc1/C=C/C1=NNC(=O)CC1,=,103.17,nM,103.17
3779,CHEMBL1669034,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,=,103.0,nM,103.0
7031,CHEMBL4636792,N[C@@H](Cc1cn(-c2nc(Cl)nc(N3CCOCC3)n2)c2ccccc12)C(=O)O,=,100.0,nM,100.0
7305,CHEMBL4873961,Cc1cc(-c2ccccn2)nn1S(=O)(=O)Oc1ccccc1,=,100.0,nM,100.0
6842,CHEMBL4474324,COC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](C)N,=,100.0,nM,100.0
7965,CHEMBL5403077,Nc1c(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)cnn1-c1ccc(S(N)(=O)=O)cc1,=,100.0,nM,100.0
1034,CHEMBL432112,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,=,100.0,nM,100.0
1931,CHEMBL107953,CCOc1cc(OCC)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,=,100.0,nM,100.0
7829,CHEMBL5272758,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(O)cc3)S2)s1,=,100.0,nM,100.0
7830,CHEMBL5279490,COc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,=,100.0,nM,100.0
7033,CHEMBL4640306,Clc1nc(OCc2cn(Cc3ccccc3)nn2)nc(N2CCOCC2)n1,=,100.0,nM,100.0
795,CHEMBL144819,CS(=O)(=O)Nc1cc2c(cc1Sc1ccccc1F)C(=O)CC2,=,100.0,nM,100.0
794,CHEMBL358295,COc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,=,100.0,nM,100.0
793,CHEMBL145710,CSc1ccc(Oc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,=,100.0,nM,100.0
781,CHEMBL342538,CCc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,=,100.0,nM,100.0
6898,CHEMBL4589007,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(CC(=O)c4ccc(Br)cc4)nn3)cc2)S1,=,100.0,nM,100.0
1988,CHEMBL14420,CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,=,100.0,nM,100.0
827,CHEMBL77350,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1Cl,=,100.0,nM,100.0
3087,CHEMBL500935,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2Cl)cc1,=,100.0,nM,100.0
6905,CHEMBL4474290,COc1ccc(-n2cc(COc3ccc(/C=C4\SC(=S)NC4=O)cc3)nn2)cc1,=,100.0,nM,100.0
7717,CHEMBL5266699,O=C(/C=C/c1cccnc1)c1cccc(-n2cnnn2)c1,=,100.0,nM,100.0
1881,CHEMBL109047,Cc1ccccc1OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,=,100.0,nM,100.0
7869,CHEMBL5270458,CSc1ccc(-c2cn3c(c2-c2ccc(F)cc2)CCC3)cc1,=,100.0,nM,100.0
1991,CHEMBL13878,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,=,100.0,nM,100.0
1947,CHEMBL18498,COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,=,100.0,nM,100.0
3662,CHEMBL1288590,O=C(O)C1=Cc2c(Cl)ccc(Cl)c2OC1C(F)(F)F,=,100.0,nM,100.0
6914,CHEMBL4475190,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(Cc4ccc(Br)cc4)nn3)cc2)S1,=,100.0,nM,100.0
1136,CHEMBL44926,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,=,100.0,nM,100.0
7520,CHEMBL5270639,CCOC(=O)c1c(SC)nn(C(=O)CSc2nnc(CCCOc3ccc(C)cc3C(=O)c3ccc(F)cc3)o2)c1N,=,100.0,nM,100.0
817,CHEMBL144675,Cc1ccccc1Sc1cc2c(cc1NS(C)(=O)=O)CCC2=O,=,100.0,nM,100.0
5471,CHEMBL2347668,CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,=,100.0,nM,100.0
6690,CHEMBL4456191,CCO/C=N/c1nnc(-c2ccc(Cl)cc2)o1,=,100.0,nM,100.0
6678,CHEMBL4576864,Oc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,=,100.0,nM,100.0
6836,CHEMBL4559652,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCSC)NC(=O)OCc1ccccc1,=,100.0,nM,100.0
7601,CHEMBL5286816,O=C(NC1CCCCC1)c1cc(NCc2cc(O)ccc2O)ccc1O,=,100.0,nM,100.0
7600,CHEMBL122397,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,=,100.0,nM,100.0
7599,CHEMBL5278506,CCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,=,100.0,nM,100.0
7513,CHEMBL5280391,CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1,=,100.0,nM,100.0
7549,CHEMBL5274157,CSc1nn(-c2ccc(S(C)(=O)=O)cc2)c2ncnc(NCC(=O)/N=C/c3ccco3)c12,=,100.0,nM,100.0
7383,CHEMBL5079967,CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](OCc1cnnn1CC(=O)OCC)C(=O)OCC,=,100.0,nM,100.0
1325,CHEMBL328864,CCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,100.0,nM,100.0
813,CHEMBL143781,CS(=O)(=O)Nc1cc2c(cc1Sc1c(F)cccc1F)C(=O)CC2,=,100.0,nM,100.0
2286,CHEMBL24957,CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,100.0,nM,100.0
7511,CHEMBL5267820,CC1=NNC(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1,=,100.0,nM,100.0
6122,CHEMBL3808627,COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C,=,100.0,nM,100.0
6501,CHEMBL4165753,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccccc3)n2)cc1,=,100.0,nM,100.0
691,CHEMBL278505,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,=,100.0,nM,100.0
7512,CHEMBL5275198,CC(=O)N1N=C(C)/C(=N\Nc2cccc(-c3nc4ccccc4s3)c2)C1=O,=,100.0,nM,100.0
7833,CHEMBL5285552,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Br)cc3)S2)s1,=,100.0,nM,100.0
7834,CHEMBL5277740,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(F)cc3)S2)s1,=,100.0,nM,100.0
7832,CHEMBL5282037,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Cl)cc3)S2)s1,=,100.0,nM,100.0
4897,CHEMBL1950016,Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,=,100.0,nM,100.0
2661,CHEMBL435381,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,=,100.0,nM,100.0
7826,CHEMBL5289598,Cc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,=,100.0,nM,100.0
7827,CHEMBL5275883,CCCc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,=,100.0,nM,100.0
7828,CHEMBL5266009,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(C(C)C)cc3)S2)s1,=,100.0,nM,100.0
325,CHEMBL117852,CCCc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,100.0,nM,100.0
1352,CHEMBL99933,CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,100.0,nM,100.0
1362,CHEMBL348825,COC1(c2cc(F)cc(OCc3nc(-c4ccc(F)cc4)c(S(N)(=O)=O)o3)c2)CCOCC1,<,100.0,nM,100.0
7940,CHEMBL5396836,O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(Br)cc1,=,100.0,nM,100.0
7831,CHEMBL5284227,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(N(C)C)cc3)S2)s1,=,100.0,nM,100.0
2686,CHEMBL374427,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(S(N)(=O)=O)cc4)n3)c2)CCOCC1,=,100.0,nM,100.0
6403,CHEMBL4076689,N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccccc2)n2c1CCC2,=,100.0,nM,100.0
7715,CHEMBL5283788,CN(C)c1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1,=,100.0,nM,100.0
7714,CHEMBL5275786,COc1cc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc(OC)c1OC,=,100.0,nM,100.0
7713,CHEMBL5283644,COc1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1OC,=,100.0,nM,100.0
7716,CHEMBL5281666,O=C(/C=C/c1cccs1)c1cccc(-n2cnnn2)c1,=,100.0,nM,100.0
2811,CHEMBL257539,CCOc1cccc(OCC)c1-c1ccc(C(C)C(=O)O)cc1F,=,100.0,nM,100.0
2808,CHEMBL442441,C/C(=N/OCc1ccccc1Nc1c(Cl)cccc1Cl)C(=O)O,=,100.0,nM,100.0
7706,CHEMBL5275772,COc1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1,=,100.0,nM,100.0
1380,CHEMBL349370,COC1(c2cc(F)cc(OCc3cc(-c4ccc(Cl)cc4)n(S(N)(=O)=O)n3)c2)CCOCC1,<,100.0,nM,100.0
5764,CHEMBL3309443,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,=,100.0,nM,100.0
2187,CHEMBL29423,COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,=,100.0,nM,100.0
5948,CHEMBL3576974,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,=,99.0,nM,99.0
7377,CHEMBL4876413,Cc1nc2oc(-c3ccccc3)nn2c(=O)c1CCN1CCCCC1,=,99.0,nM,99.0
6816,CHEMBL4450213,COc1ccccc1/C=C/c1ccc(=O)[nH]n1,=,98.03,nM,98.03
7320,CHEMBL4869763,COc1ccc2cc(/C=N/n3c(=S)[nH]nc(Cc4cc(OC)c(OC)c(OC)c4)c3=O)c(O)nc2c1,=,97.0,nM,97.0
120,CHEMBL92485,CC1(C)C(=O)C(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,=,96.0,nM,96.0
877,CHEMBL13980,CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,=,95.0,nM,95.0
3733,CHEMBL1630228,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,=,94.0,nM,94.0
6692,CHEMBL4475508,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccccc3)o2)cc1,=,94.0,nM,94.0
800,CHEMBL312221,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1F,=,93.0,nM,93.0
7443,CHEMBL5200916,O=C(c1cc2ccccc2n1Cc1ccc(F)cc1)N1CCN(c2ncccn2)CC1,=,92.54,nM,92.54
7296,CHEMBL4869842,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccccc3I)n2)cc1,=,92.0,nM,92.0
7815,CHEMBL5286217,COc1cc(/C=C2\N=C(c3ccccc3)N(c3ccc(C(=O)O)cc3)C2=O)ccc1OC(=O)c1ccccc1,=,92.0,nM,92.0
6369,CHEMBL4074153,CCOC(=O)C1=C(N)n2c(=O)ccc(=O)n2C1c1ccccc1O,=,90.1,nM,90.1
7647,CHEMBL5272671,N#Cc1ccc(-c2cs/c(=N\C(=O)c3cccs3)n2-c2ccccc2)cc1,=,90.0,nM,90.0
7646,CHEMBL5282180,O=C(/N=c1\scc(-c2ccc(C(F)(F)F)cc2)n1-c1ccccc1)c1cccs1,=,90.0,nM,90.0
7645,CHEMBL5287114,O=C(/N=c1\scc(-c2ccc(F)cc2)n1-c1ccccc1)c1cccs1,=,90.0,nM,90.0
7648,CHEMBL5267656,Cc1ccc(-c2cs/c(=N\C(=O)c3cccs3)n2-c2ccccc2)cc1,=,90.0,nM,90.0
7632,CHEMBL5275204,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccc(F)cc1,=,90.0,nM,90.0
7634,CHEMBL5268121,N#Cc1ccc(-c2nc(N3CCOCC3)sc2C(=O)c2cccs2)cc1,=,90.0,nM,90.0
7633,CHEMBL5272126,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccc(C(F)(F)F)cc1,=,90.0,nM,90.0
7135,CHEMBL4789403,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(-c2ccc(NC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)cc2)cc1,=,90.0,nM,90.0
7649,CHEMBL5279175,O=C(/N=c1\scc(-c2ccc([N+](=O)[O-])cc2)n1-c1ccccc1)c1cccs1,=,90.0,nM,90.0
7644,CHEMBL5272361,O=C(/N=c1/scc(-c2ccccc2)n1-c1ccccc1)c1cccs1,=,90.0,nM,90.0
2706,CHEMBL224400,O=S(=O)(Nc1ccncc1Nc1ccccc1)C(F)(F)F,=,90.0,nM,90.0
5557,CHEMBL3113234,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,=,90.0,nM,90.0
7813,CHEMBL5271705,NS(=O)(=O)c1ccc(N2C(=O)/C(=C/c3ccc(OC(=O)c4ccccc4)cc3)N=C2c2ccccc2)cc1,=,90.0,nM,90.0
7576,CHEMBL5282397,Cc1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2C(=O)c2cccs2)cc1,=,90.0,nM,90.0
719,CHEMBL157730,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(F)cc2)cc1,=,90.0,nM,90.0
7637,CHEMBL5270094,O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccccc1,=,90.0,nM,90.0
7636,CHEMBL5279078,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccc([N+](=O)[O-])cc1,=,90.0,nM,90.0
587,CHEMBL350549,Cc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,=,90.0,nM,90.0
7631,CHEMBL5271136,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccccc1,=,90.0,nM,90.0
7629,CHEMBL5289112,C/C(=C/C(=O)Nc1nccs1)Nc1ccc(Cl)cc1,=,90.0,nM,90.0
7628,CHEMBL5285980,COc1ccc(N/C(C)=C\C(=O)Nc2nccs2)cc1,=,90.0,nM,90.0
7627,CHEMBL5283454,C/C(=C/C(=O)Nc1nccs1)Nc1ccccc1,=,90.0,nM,90.0
7643,CHEMBL5276822,O=C(c1cccs1)c1sc(Nc2ccccc2)nc1-c1ccc(F)cc1,=,90.0,nM,90.0
7642,CHEMBL5282918,O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,=,90.0,nM,90.0
7640,CHEMBL5271871,N#Cc1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2C(=O)c2cccs2)cc1,=,90.0,nM,90.0
7635,CHEMBL5285788,Cc1ccc(-c2nc(N3CCOCC3)sc2C(=O)c2cccs2)cc1,=,90.0,nM,90.0
2000,CHEMBL276663,CCCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,=,90.0,nM,90.0
6144,CHEMBL3823115,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(C(F)(F)F)cc2)cc1,=,90.0,nM,90.0
711,CHEMBL18148,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12,=,90.0,nM,90.0
1256,CHEMBL97411,CCCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,90.0,nM,90.0
6826,CHEMBL4444391,Cc1cc(-n2cc(-c3ccc(F)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1,=,90.0,nM,90.0
1788,CHEMBL23808,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1,=,90.0,nM,90.0
7928,CHEMBL5400914,N=c1c2c(Nc3n[nH]c(=S)s3)csc2[nH]c(=S)n1-c1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,=,90.0,nM,90.0
7639,CHEMBL5283995,O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc(C(F)(F)F)cc1,=,90.0,nM,90.0
7638,CHEMBL5281704,O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc(F)cc1,=,90.0,nM,90.0
1094,CHEMBL42940,COc1c(Br)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Br,=,90.0,nM,90.0
1067,CHEMBL290945,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,=,90.0,nM,90.0
6480,CHEMBL4170508,CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1,=,90.0,nM,90.0
7963,CHEMBL5431270,Nc1c(C(=O)N/N=C/c2ccc(Cl)cc2)cnn1-c1ccc(S(N)(=O)=O)cc1,=,90.0,nM,90.0
6817,CHEMBL4466102,COc1ccccc1/C=C/c1ccc(=O)n(-c2ccccc2)n1,=,89.8,nM,89.8
6679,CHEMBL4450458,Clc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,=,89.0,nM,89.0
6260,CHEMBL1939512,Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,89.0,nM,89.0
3207,CHEMBL469785,CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(CO)cc2)C1=O,=,87.0,nM,87.0
7814,CHEMBL5276096,COc1cc(/C=C2\N=C(c3ccccc3)N(c3ccc(S(N)(=O)=O)cc3)C2=O)ccc1OC(=O)c1ccccc1,=,87.0,nM,87.0
6268,CHEMBL3104548,Cc1c(CC(=O)NC(CCO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,86.0,nM,86.0
3089,CHEMBL526720,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccc(Cl)cc2)cc1,=,85.11,nM,85.11
2125,CHEMBL412307,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,85.0,nM,85.0
1859,CHEMBL34913,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,=,85.0,nM,85.0
3410,CHEMBL556929,CN(c1ccccc1)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,=,85.0,nM,85.0
2983,CHEMBL277006,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,85.0,nM,85.0
5598,CHEMBL3233600,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,=,85.0,nM,85.0
7328,CHEMBL4856727,O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccccc1,=,85.0,nM,85.0
7322,CHEMBL4876862,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cc(C)ccc4nc3O)c2=O)ccc1O,=,85.0,nM,85.0
6250,CHEMBL1939514,CSc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCO)c2C)cc1,=,85.0,nM,85.0
3744,CHEMBL1630255,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,=,85.0,nM,85.0
3682,CHEMBL1288565,Cc1cc(Cl)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,=,84.0,nM,84.0
2172,CHEMBL30091,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCCCC2)cc1,=,84.0,nM,84.0
5824,CHEMBL3355604,[2H]C([2H])([2H])c1c(Br)c2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)C(C(F)(F)F)O2,=,84.0,nM,84.0
546,CHEMBL110418,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)COC3)cc1,=,83.18,nM,83.18
2524,CHEMBL365060,CS(=O)(=O)c1ccc(-c2ccc3c(c2-c2ccc(F)cc2)OCO3)cc1,=,83.18,nM,83.18
1499,CHEMBL298729,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)OCO3)cc1,=,83.0,nM,83.0
6935,CHEMBL4450776,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccccc1,=,82.99,nM,82.99
6693,CHEMBL4541315,Clc1ccc(-c2nnc(/N=C/c3ccccc3)o2)cc1,=,81.0,nM,81.0
6721,CHEMBL328837,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,=,80.0,nM,80.0
1891,CHEMBL22812,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,=,80.0,nM,80.0
7961,CHEMBL5424006,CN(C)c1ccc(/C=N/NC(=O)c2cnn(-c3ccc(S(N)(=O)=O)cc3)c2N)cc1,=,80.0,nM,80.0
36,CHEMBL42085,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,=,80.0,nM,80.0
307,CHEMBL420869,CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,80.0,nM,80.0
2,CHEMBL43736,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,80.0,nM,80.0
6108,CHEMBL3809842,COC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,=,80.0,nM,80.0
1131,CHEMBL43616,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1,=,80.0,nM,80.0
2066,CHEMBL305507,CC(OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O)C1CC1,=,80.0,nM,80.0
1691,CHEMBL108512,CC1(C)OC(=O)C(Oc2ccc3sccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,=,80.0,nM,80.0
1693,CHEMBL107706,CC1(C)OC(=O)C(Oc2ccc(F)cn2)=C1c1ccc(S(C)(=O)=O)cc1,=,80.0,nM,80.0
628,CHEMBL46712,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,=,80.0,nM,80.0
6828,CHEMBL4466030,Cc1cc(-n2cc(-c3ccc(N)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1,=,80.0,nM,80.0
