,molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_value_nM
1339,CHEMBL330162,COc1ccc2c(c1)c(CC(=O)NCc1ccc(C(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,80.0,nM,80.0
7578,CHEMBL5286316,O=C(/N=C1\SC=C(c2ccc([N+](=O)[O-])cc2)C1c1ccccc1)c1cccc2ccccc12,=,80.0,nM,80.0
6835,CHEMBL4528493,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,=,80.0,nM,80.0
6502,CHEMBL4165902,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)cc1,=,80.0,nM,80.0
1082,CHEMBL295032,Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,=,80.0,nM,80.0
5466,CHEMBL2347672,CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,=,80.0,nM,80.0
1111,CHEMBL127211,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,=,80.0,nM,80.0
2130,CHEMBL29842,COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,=,80.0,nM,80.0
6485,CHEMBL4168891,NS(=O)(=O)c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccc(F)cc2F)cc1,=,80.0,nM,80.0
1827,CHEMBL23378,CS(=O)(=O)c1ccc(C2=C(c3cc4ccccc4s3)C(=O)CC2)cc1,=,80.0,nM,80.0
654,CHEMBL17179,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccsc2)cc1,=,79.0,nM,79.0
7324,CHEMBL4876293,O=c1c(Cc2cccs2)n[nH]c(=S)n1/N=C/c1cc2ccccc2nc1O,=,79.0,nM,79.0
3780,CHEMBL1669035,CCc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,=,78.4,nM,78.4
2183,CHEMBL28528,Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,=,76.0,nM,76.0
265,CHEMBL321182,Cc1cc(F)ccc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1,=,75.86,nM,75.86
2589,CHEMBL195894,COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(C)(=O)=O)cc3)c1-2,=,75.86,nM,75.86
5303,CHEMBL96110,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cc1)SC2,=,75.01,nM,75.01
1786,CHEMBL66856,C=CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,=,75.0,nM,75.0
1348,CHEMBL318881,COc1ccc2c(c1)c(CC(=O)Oc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,75.0,nM,75.0
349,CHEMBL324580,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,=,75.0,nM,75.0
7056,CHEMBL4648858,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/NC(=S)Nc2ccccc2)n1,=,75.0,nM,75.0
383,CHEMBL324275,CC1Cc2cc(-c3c(Cl)ncn3-c3ccc(S(C)(=O)=O)cc3)ccc2O1,=,74.0,nM,74.0
3690,CHEMBL1290565,CCc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,=,74.0,nM,74.0
3678,CHEMBL1288538,C#Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,=,73.0,nM,73.0
7313,CHEMBL4853361,COc1ccc2cc(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)c(O)nc2c1,=,73.0,nM,73.0
6642,CHEMBL372838,Cc1onc(-c2ccc(F)cc2)c1-c1ccc(S(N)(=O)=O)cc1,=,73.0,nM,73.0
530,CHEMBL321156,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,=,70.79,nM,70.79
2342,CHEMBL118839,CC(C)(C)c1cc(-c2cccs2)cc2c1OCC2(C)C,=,70.0,nM,70.0
3400,CHEMBL549393,CCCCNc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,=,70.0,nM,70.0
826,CHEMBL347720,CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCC2)OCO3)cc1,=,70.0,nM,70.0
589,CHEMBL290031,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)cc2)o1,=,70.0,nM,70.0
3735,CHEMBL1630230,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,=,70.0,nM,70.0
7577,CHEMBL5276738,O=C(c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1cccc2ccccc12,=,70.0,nM,70.0
626,CHEMBL351914,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,=,70.0,nM,70.0
6997,CHEMBL4515876,Cc1onc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,=,70.0,nM,70.0
7065,CHEMBL4639368,O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccc(Cl)c(Cl)c1,=,70.0,nM,70.0
1924,CHEMBL316771,COc1cc(OC)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,=,70.0,nM,70.0
1785,CHEMBL322132,CC1(C)OC(=O)C(Oc2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,=,70.0,nM,70.0
7208,CHEMBL4797489,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(C(=O)O)cc2)c1C,=,70.0,nM,70.0
7229,CHEMBL4790291,C/C(=N\NC(N)=S)c1nnn(-c2ccc(F)cc2)c1C,=,70.0,nM,70.0
970,CHEMBL303870,COC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,=,70.0,nM,70.0
2329,CHEMBL43842,CC(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1,=,70.0,nM,70.0
5472,CHEMBL2347667,CSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,=,70.0,nM,70.0
7939,CHEMBL5409427,O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(Cl)c(Cl)c1,=,70.0,nM,70.0
579,CHEMBL161677,Cc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,=,70.0,nM,70.0
7526,CHEMBL5290910,C=C1c2nc3ccccc3n2CC(c2ccc(S(C)(=O)=O)cc2)N1c1ccc(C)cc1,=,70.0,nM,70.0
525,CHEMBL28599,Cc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,=,69.18,nM,69.18
6228,CHEMBL3905421,Cc1c(CC(=O)OCCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,=,69.0,nM,69.0
6676,CHEMBL3098648,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1,=,69.0,nM,69.0
5833,CHEMBL3342569,Cc1c(Br)c(C)c2c(c1Br)OC(C(F)(F)F)C(C(=O)O)=C2,=,69.0,nM,69.0
7055,CHEMBL4644150,CSc1nc2ccccc2n1-c1csc(NCC(C)=O)n1,=,69.0,nM,69.0
7316,CHEMBL4861765,COc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)cc2c1,=,68.0,nM,68.0
3746,CHEMBL1630257,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,=,68.0,nM,68.0
6266,CHEMBL3104540,Cc1c(CC(=O)NCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,68.0,nM,68.0
266,CHEMBL111045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(C(F)(F)F)(C(F)(F)F)C2)cc1,=,67.61,nM,67.61
7060,CHEMBL4642268,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=C2\SCC(=O)N2c2ccccc2)n1,=,67.0,nM,67.0
235,CHEMBL29844,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,=,66.07,nM,66.07
3784,CHEMBL1669039,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1F,=,66.0,nM,66.0
1539,CHEMBL52888,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1OC,=,65.0,nM,65.0
421,CHEMBL119852,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(F)c2)cc1,=,65.0,nM,65.0
7319,CHEMBL4872636,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cc(C)ccc4nc3O)c2=O)cc(OC)c1OC,=,65.0,nM,65.0
6938,CHEMBL4567195,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(Br)cc1,=,64.9,nM,64.9
2501,CHEMBL184327,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC,=,64.57,nM,64.57
1636,CHEMBL16981,CC(C)(C)c1cc(-c2noc(NC#N)n2)cc(C(C)(C)C)c1O,=,64.0,nM,64.0
5160,CHEMBL306946,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,=,64.0,nM,64.0
2309,CHEMBL369492,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2)c2cc(Cl)ccc2S1(=O)=O,=,64.0,nM,64.0
6686,CHEMBL1322701,O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)o1,=,63.0,nM,63.0
5826,CHEMBL3355606,[2H]C([2H])([2H])c1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,=,63.0,nM,63.0
3363,CHEMBL551017,CC(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,=,63.0,nM,63.0
3401,CHEMBL561891,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,=,62.0,nM,62.0
1750,CHEMBL327900,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCCC3)C2)cc1,=,62.0,nM,62.0
3737,CHEMBL1230209,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,=,62.0,nM,62.0
3659,CHEMBL1288554,O=C(O)C1=Cc2cc(Cl)c(Cl)cc2OC1C(F)(F)F,=,62.0,nM,62.0
2517,CHEMBL294715,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,=,61.66,nM,61.66
6933,CHEMBL4465079,CC(=O)Nc1c(C#N)cnn1-c1ccc(S(=O)(=O)NC(C)=O)cc1,=,61.24,nM,61.24
5830,CHEMBL3355610,[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,=,61.0,nM,61.0
73,CHEMBL330516,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,=,61.0,nM,61.0
182,CHEMBL43002,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,60.26,nM,60.26
224,CHEMBL42175,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,=,60.26,nM,60.26
162,CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,=,60.26,nM,60.26
2388,CHEMBL341320,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1,=,60.01,nM,60.01
7959,CHEMBL5430378,Nc1c(C(=O)N/N=C/c2ccc(O)cc2)cnn1-c1ccc(S(N)(=O)=O)cc1,=,60.0,nM,60.0
7321,CHEMBL4856646,COc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4cc(OC)c(OC)c(OC)c4)c3=O)cc2c1,=,60.0,nM,60.0
7233,CHEMBL4788147,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(Cl)cc2)c1C,=,60.0,nM,60.0
1337,CHEMBL95311,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
1335,CHEMBL95625,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1SC)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
2976,CHEMBL407368,Cc1ccc(Nc2c(C)cccc2Cl)c(CC(=O)O)c1,=,60.0,nM,60.0
1265,CHEMBL317332,COc1ccc2c(c1)c(CC(=O)NCc1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
7069,CHEMBL4635572,O=[N+]([O-])c1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,=,60.0,nM,60.0
6419,CHEMBL4068589,CCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,=,60.0,nM,60.0
7067,CHEMBL4641524,Fc1ccccc1-c1nnc(Cn2c(CN3CCCCC3)nc3ccccc32)o1,=,60.0,nM,60.0
7068,CHEMBL4648342,Fc1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,=,60.0,nM,60.0
32,CHEMBL44244,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,60.0,nM,60.0
1753,CHEMBL148931,CCCCCCCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,=,60.0,nM,60.0
3704,CHEMBL1290684,CCc1cc(OC(F)(F)F)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,=,60.0,nM,60.0
6497,CHEMBL4167700,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCCC3)n2)cc1,=,60.0,nM,60.0
7967,CHEMBL5413403,Nc1c(C(=O)N/N=C/c2cccs2)cnn1-c1ccc(S(N)(=O)=O)cc1,=,60.0,nM,60.0
5473,CHEMBL2347677,CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,=,60.0,nM,60.0
1326,CHEMBL318206,COc1ccc2c(c1)c(CC(=O)N[C@H](C)c1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
1327,CHEMBL421570,COc1ccc2c(c1)c(CC(=O)Nc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
1263,CHEMBL100092,CCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,60.0,nM,60.0
1861,CHEMBL110401,CC1(C)OC(=O)C(Oc2ccc(F)c(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,=,60.0,nM,60.0
713,CHEMBL18020,CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,=,60.0,nM,60.0
1300,CHEMBL319359,COc1ccc2c(c1)c(CC(=O)NOCc1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,60.0,nM,60.0
1346,CHEMBL100091,CCCCOCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,60.0,nM,60.0
4868,CHEMBL1938840,CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21,=,60.0,nM,60.0
7066,CHEMBL4635616,Clc1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,=,60.0,nM,60.0
6104,CHEMBL3809156,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN,=,60.0,nM,60.0
5828,CHEMBL3355608,[2H]C([2H])([2H])c1cc(Cl)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,=,59.0,nM,59.0
6694,CHEMBL4465282,Clc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)o2)cc1,=,59.0,nM,59.0
5760,CHEMBL3309447,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCCO3)cc1,=,59.0,nM,59.0
2072,CHEMBL16996,COc1ccc(-c2nc(NCc3ccccc3)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,=,59.0,nM,59.0
6928,CHEMBL4562695,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCCl,=,58.04,nM,58.04
1566,CHEMBL418574,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2F)cc1,=,58.0,nM,58.0
7057,CHEMBL4639025,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=c2\scc(-c3ccccc3)n2-c2ccccc2)n1,=,58.0,nM,58.0
1303,CHEMBL95558,COC(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,=,58.0,nM,58.0
2542,CHEMBL365473,CC(C)Oc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,=,57.0,nM,57.0
665,CHEMBL17069,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cccs2)cc1,=,57.0,nM,57.0
3423,CHEMBL557128,CS(=O)(=O)c1ccc(-c2cnc(C(O)c3ccccc3)nc2-c2ccc(F)cc2)cc1,=,57.0,nM,57.0
6256,CHEMBL4109738,Cc1c(CC(=O)N[C@H](CO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,=,57.0,nM,57.0
6644,CHEMBL4288684,CS(=O)(=O)c1ccc(-c2conc2-c2ccc(F)cc2)cc1,=,57.0,nM,57.0
268,CHEMBL29533,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,=,56.23,nM,56.23
202,CHEMBL281978,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2Cl)cc1,=,56.23,nM,56.23
6934,CHEMBL4437752,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)c1ccccc1,=,56.17,nM,56.17
2158,CHEMBL283497,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3cccc(Cl)c3)cc2-c2ccc(F)cc2)cc1,=,56.0,nM,56.0
1323,CHEMBL97846,COc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,=,56.0,nM,56.0
3408,CHEMBL564962,CS(=O)(=O)c1ccc(-c2cnc(Nc3ccccc3)nc2-c2ccc(F)cc2)cc1,=,56.0,nM,56.0
6423,CHEMBL4072067,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2OC1C(F)(F)F,=,56.0,nM,56.0
1280,CHEMBL265078,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,55.0,nM,55.0
6253,CHEMBL3949091,CSc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCCCO)c2C)cc1,=,55.0,nM,55.0
5822,CHEMBL3355602,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,=,54.0,nM,54.0
7314,CHEMBL4847404,O=c1c(Cc2ccccc2)n[nH]c(=S)n1/N=C/c1cc2ccccc2nc1O,=,54.0,nM,54.0
7059,CHEMBL4643407,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=c2\scc(-c3ccc(C)cc3)n2-c2ccccc2)n1,=,54.0,nM,54.0
6680,CHEMBL4529762,Brc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,=,53.0,nM,53.0
5599,CHEMBL3233601,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,=,53.0,nM,53.0
933,CHEMBL108975,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3Cl)CCC2)cc1,=,53.0,nM,53.0
518,CHEMBL117547,CCSc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,53.0,nM,53.0
190,CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,=,52.48,nM,52.48
6814,CHEMBL4547736,Cc1cccc(/C=C/C2=NN(c3ccc(F)cc3)C(=O)CC2)c1,=,52.34,nM,52.34
1253,CHEMBL329480,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,52.0,nM,52.0
2152,CHEMBL283633,NS(=O)(=O)c1ccc(-n2nc(-c3ccc(Cl)s3)cc2-c2ccc(Cl)cc2)cc1,=,52.0,nM,52.0
415,CHEMBL111657,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CCC2)cc1,=,51.29,nM,51.29
258,CHEMBL322045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(CF)(CF)C2)cc1,=,51.29,nM,51.29
193,CHEMBL116343,Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,51.0,nM,51.0
1542,CHEMBL292413,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cn1,=,51.0,nM,51.0
5759,CHEMBL3309448,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,=,51.0,nM,51.0
2534,CHEMBL188115,COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,=,51.0,nM,51.0
372,CHEMBL117146,CS(=O)(=O)c1ccc(-c2cnc(C#N)n2-c2ccc(F)cc2)cc1,=,51.0,nM,51.0
360,CHEMBL28636,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,=,50.12,nM,50.12
163,CHEMBL44283,Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,50.12,nM,50.12
5467,CHEMBL2347671,CCSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,=,50.0,nM,50.0
837,CHEMBL344959,CS(=O)(=O)Nc1cc2c(cc1OC1CCCCC1)C(=O)CC2,=,50.0,nM,50.0
1273,CHEMBL95989,CCCC/C=C/COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,50.0,nM,50.0
6089,CHEMBL3774784,CCCCCCNC(=O)Oc1cccc(-c2ccc([C@H](C)C(=O)O)cc2F)c1,=,50.0,nM,50.0
7211,CHEMBL4786489,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/O)nnn1-c1ccc(Cl)cc1,=,50.0,nM,50.0
7769,CHEMBL5281215,COc1ccc(-c2cc3cc(-c4c[se]nn4)c(OC(C)=O)cc3o2)cc1,=,50.0,nM,50.0
2806,CHEMBL254377,COc1ccc2c(c1)c(CCNC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,=,50.0,nM,50.0
7768,CHEMBL5279361,CC(=O)Oc1cc2oc(-c3ccc(C)cc3)cc2cc1-c1c[se]nn1,=,50.0,nM,50.0
1311,CHEMBL319764,COc1ccc2c(c1)c(CC(=O)NCCCCl)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
2805,CHEMBL404107,COc1ccc2c(c1)c(CCOC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,=,50.0,nM,50.0
2803,CHEMBL95643,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
1316,CHEMBL97562,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
1317,CHEMBL421385,COc1ccc2c(c1)c(CC(=O)NOCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
801,CHEMBL144884,Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,=,50.0,nM,50.0
1332,CHEMBL96954,COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
7767,CHEMBL5290356,CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1,=,50.0,nM,50.0
653,CHEMBL277115,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,=,50.0,nM,50.0
7766,CHEMBL5284867,CC(=O)Oc1cc2oc(-c3ccc(F)cc3)cc2cc1-c1c[se]nn1,=,50.0,nM,50.0
7764,CHEMBL5284988,CC(=O)Oc1cc2oc(-c3ccccc3)cc2cc1-c1c[se]nn1,=,50.0,nM,50.0
1138,CHEMBL298084,CS(=O)(=O)c1ccc(-n2cc(CSc3ccc(Cl)cc3)nc2-c2ccc(Cl)cc2)cc1,=,50.0,nM,50.0
847,CHEMBL144787,CS(=O)(=O)Nc1cc2c(cc1SC1CCCCC1)C(=O)CC2,=,50.0,nM,50.0
5955,CHEMBL1235806,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,=,50.0,nM,50.0
1246,CHEMBL99199,CCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,50.0,nM,50.0
814,CHEMBL151042,NS(=O)(=O)c1ccc(-c2cc3c(cc2Cc2ccccc2)OCO3)cc1,=,50.0,nM,50.0
7232,CHEMBL4779437,C/C(=N\NC(N)=S)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,=,50.0,nM,50.0
7231,CHEMBL4791577,C/C(=N\NC(N)=S)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,=,50.0,nM,50.0
7230,CHEMBL4792785,C/C(=N\NC(N)=S)c1nnn(-c2ccc(C(=O)O)cc2)c1C,=,50.0,nM,50.0
6107,CHEMBL3809863,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)O,=,50.0,nM,50.0
1343,CHEMBL97179,CCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,=,50.0,nM,50.0
7765,CHEMBL5278906,CC(=O)Oc1cc2oc(-c3cccc(F)c3)cc2cc1-c1c[se]nn1,=,50.0,nM,50.0
7212,CHEMBL4798519,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/O)nnn1-c1ccc(F)cc1,=,50.0,nM,50.0
1295,CHEMBL319148,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,=,50.0,nM,50.0
